question_id,cell,gt,condition,template,pred,logit_yes,logit_no,margin,tie,correct,image1_id,image2_id,seq_len,img1_span,img2_span,elapsed_ms,ts
1962,3,no,S,primary,no,24.75,31.125,-6.375,False,True,418471,29563,427,,,248,2026-08-11T13:22:21+09:00
1962,3,no,T0,primary,no,24.875,29.625,-4.75,False,True,418471,29563,775,"[14, 406]","[407, 753]",522,2026-08-11T13:22:22+09:00
2156,3,no,S,primary,no,25.0,27.25,-2.25,False,True,279499,330604,381,,,204,2026-08-11T13:22:22+09:00
2156,3,no,T0,primary,no,24.625,27.0,-2.375,False,True,279499,330604,775,"[14, 360]","[361, 753]",521,2026-08-11T13:22:23+09:00
1696,3,no,S,primary,no,24.625,31.625,-7.0,False,True,348524,86133,381,,,204,2026-08-11T13:22:23+09:00
1696,3,no,T0,primary,no,24.5,29.125,-4.625,False,True,348524,86133,775,"[14, 360]","[361, 753]",520,2026-08-11T13:22:23+09:00
1874,3,no,S,primary,no,24.625,25.625,-1.0,False,True,147165,459825,270,,,134,2026-08-11T13:22:24+09:00
1874,3,no,T0,primary,no,24.5,25.5,-1.0,False,True,147165,459825,618,"[14, 249]","[250, 596]",376,2026-08-11T13:22:24+09:00
366,3,no,S,primary,no,24.5,29.375,-4.875,False,True,575755,106909,381,,,204,2026-08-11T13:22:24+09:00
366,3,no,T0,primary,no,24.75,28.625,-3.875,False,True,575755,106909,775,"[14, 360]","[361, 753]",521,2026-08-11T13:22:25+09:00
1738,3,no,S,primary,no,25.0,29.0,-4.0,False,True,431615,373713,382,,,203,2026-08-11T13:22:25+09:00
1738,3,no,T0,primary,no,25.0,27.375,-2.375,False,True,431615,373713,601,"[14, 360]","[361, 578]",354,2026-08-11T13:22:25+09:00
1536,3,no,S,primary,yes,25.625,25.25,0.375,False,False,70813,187348,427,,,248,2026-08-11T13:22:26+09:00
1536,3,no,T0,primary,yes,25.375,24.875,0.5,False,False,70813,187348,775,"[14, 406]","[407, 753]",521,2026-08-11T13:22:26+09:00
1608,3,no,S,primary,no,24.375,27.375,-3.0,False,True,472143,139260,565,,,332,2026-08-11T13:22:27+09:00
1608,3,no,T0,primary,no,24.25,26.75,-2.5,False,True,472143,139260,890,"[14, 544]","[545, 868]",617,2026-08-11T13:22:27+09:00
428,3,no,S,primary,no,24.875,30.75,-5.875,False,True,80022,147494,381,,,203,2026-08-11T13:22:27+09:00
428,3,no,T0,primary,no,24.625,28.25,-3.625,False,True,80022,147494,729,"[14, 360]","[361, 707]",476,2026-08-11T13:22:28+09:00
334,3,no,S,primary,no,24.5,25.25,-0.75,False,True,217397,214349,427,,,248,2026-08-11T13:22:28+09:00
334,3,no,T0,primary,no,24.25,24.75,-0.5,False,True,217397,214349,821,"[14, 406]","[407, 799]",569,2026-08-11T13:22:29+09:00
1404,3,no,S,primary,no,24.75,28.75,-4.0,False,True,463522,556246,427,,,247,2026-08-11T13:22:29+09:00
1404,3,no,T0,primary,no,24.625,27.5,-2.875,False,True,463522,556246,706,"[14, 406]","[407, 684]",454,2026-08-11T13:22:30+09:00
142,3,no,S,primary,no,24.625,27.625,-3.0,False,True,542145,440067,270,,,132,2026-08-11T13:22:30+09:00
142,3,no,T0,primary,no,24.875,27.25,-2.375,False,True,542145,440067,687,"[14, 249]","[250, 665]",445,2026-08-11T13:22:30+09:00
1570,3,no,S,primary,no,24.75,26.875,-2.125,False,True,550691,502963,427,,,247,2026-08-11T13:22:31+09:00
1570,3,no,T0,primary,no,24.125,26.125,-2.0,False,True,550691,502963,821,"[14, 406]","[407, 799]",571,2026-08-11T13:22:31+09:00
276,3,no,S,primary,no,24.875,28.875,-4.0,False,True,205729,228297,428,,,246,2026-08-11T13:22:31+09:00
276,3,no,T0,primary,no,24.75,27.875,-3.125,False,True,205729,228297,799,"[14, 406]","[407, 776]",535,2026-08-11T13:22:32+09:00
1313,4,yes,S,primary,no,25.75,26.0,-0.25,False,False,333237,198464,382,,,204,2026-08-11T13:22:32+09:00
1313,4,yes,T0,primary,no,25.5,25.875,-0.375,False,False,333237,198464,730,"[14, 360]","[361, 707]",475,2026-08-11T13:22:33+09:00
1619,4,yes,S,primary,yes,27.0,24.75,2.25,False,True,214244,417339,382,,,204,2026-08-11T13:22:33+09:00
1619,4,yes,T0,primary,yes,26.25,24.625,1.625,False,True,214244,417339,776,"[14, 360]","[361, 753]",518,2026-08-11T13:22:33+09:00
599,4,yes,S,primary,yes,27.625,24.375,3.25,False,True,105732,326542,428,,,247,2026-08-11T13:22:34+09:00
599,4,yes,T0,primary,yes,27.25,24.625,2.625,False,True,105732,326542,822,"[14, 406]","[407, 799]",572,2026-08-11T13:22:34+09:00
1491,4,yes,S,primary,yes,26.25,24.75,1.5,False,True,302405,29059,270,,,134,2026-08-11T13:22:35+09:00
1491,4,yes,T0,primary,yes,26.0,25.125,0.875,False,True,302405,29059,664,"[14, 249]","[250, 642]",430,2026-08-11T13:22:35+09:00
221,4,yes,S,primary,yes,27.625,24.625,3.0,False,True,498759,499388,381,,,205,2026-08-11T13:22:35+09:00
221,4,yes,T0,primary,yes,26.75,24.75,2.0,False,True,498759,499388,618,"[14, 360]","[361, 596]",376,2026-08-11T13:22:36+09:00
1747,4,yes,S,primary,yes,28.5,24.125,4.375,False,True,246199,349402,381,,,204,2026-08-11T13:22:36+09:00
1747,4,yes,T0,primary,yes,27.875,24.625,3.25,False,True,246199,349402,775,"[14, 360]","[361, 753]",523,2026-08-11T13:22:36+09:00
1869,4,yes,S,primary,yes,25.875,25.25,0.625,False,True,304387,542938,382,,,205,2026-08-11T13:22:37+09:00
1869,4,yes,T0,primary,yes,25.5,24.875,0.625,False,True,304387,542938,730,"[14, 360]","[361, 707]",477,2026-08-11T13:22:37+09:00
553,4,yes,S,primary,no,25.25,27.75,-2.5,False,False,190185,329687,427,,,248,2026-08-11T13:22:37+09:00
553,4,yes,T0,primary,no,25.5,27.0,-1.5,False,False,190185,329687,775,"[14, 406]","[407, 753]",521,2026-08-11T13:22:38+09:00
2353,4,yes,S,primary,yes,25.75,25.125,0.625,False,True,44993,35368,381,,,204,2026-08-11T13:22:38+09:00
2353,4,yes,T0,primary,yes,25.375,25.125,0.25,False,True,44993,35368,868,"[14, 360]","[361, 846]",601,2026-08-11T13:22:39+09:00
2347,4,yes,S,primary,yes,28.375,24.375,4.0,False,True,477598,288579,252,,,122,2026-08-11T13:22:39+09:00
2347,4,yes,T0,primary,yes,28.0,25.125,2.875,False,True,477598,288579,600,"[14, 231]","[232, 578]",354,2026-08-11T13:22:39+09:00
873,4,yes,S,primary,no,24.375,27.625,-3.25,False,False,424642,440562,270,,,134,2026-08-11T13:22:40+09:00
873,4,yes,T0,primary,no,24.75,27.5,-2.75,False,False,424642,440562,664,"[14, 249]","[250, 642]",429,2026-08-11T13:22:40+09:00
2641,4,yes,S,primary,yes,26.75,25.0,1.75,False,True,429706,491856,358,,,192,2026-08-11T13:22:40+09:00
2641,4,yes,T0,primary,yes,25.5,25.0,0.5,False,True,429706,491856,706,"[14, 337]","[338, 684]",454,2026-08-11T13:22:41+09:00
685,4,yes,S,primary,yes,26.875,24.625,2.25,False,True,69196,198530,450,,,258,2026-08-11T13:22:41+09:00
685,4,yes,T0,primary,yes,26.125,24.5,1.625,False,True,69196,198530,844,"[14, 429]","[430, 822]",587,2026-08-11T13:22:42+09:00
1173,4,yes,S,primary,no,25.5,25.5,0.0,True,False,513136,387098,427,,,247,2026-08-11T13:22:42+09:00
1173,4,yes,T0,primary,no,25.0,25.125,-0.125,False,False,513136,387098,821,"[14, 406]","[407, 799]",570,2026-08-11T13:22:43+09:00
1121,4,yes,S,primary,yes,28.25,24.625,3.625,False,True,574790,189744,381,,,204,2026-08-11T13:22:43+09:00
1121,4,yes,T0,primary,yes,27.125,24.375,2.75,False,True,574790,189744,775,"[14, 360]","[361, 753]",521,2026-08-11T13:22:43+09:00
347,4,yes,S,primary,yes,28.25,24.75,3.5,False,True,54025,128920,381,,,204,2026-08-11T13:22:44+09:00
347,4,yes,T0,primary,yes,26.875,24.5,2.375,False,True,54025,128920,729,"[14, 360]","[361, 707]",477,2026-08-11T13:22:44+09:00
315,4,yes,S,primary,yes,25.75,25.5,0.25,False,True,354229,168330,450,,,255,2026-08-11T13:22:44+09:00
315,4,yes,T0,primary,yes,25.375,25.0,0.375,False,True,354229,168330,775,"[14, 429]","[430, 753]",521,2026-08-11T13:22:45+09:00
2097,4,yes,S,primary,yes,29.125,25.125,4.0,False,True,114941,577924,381,,,204,2026-08-11T13:22:45+09:00
2097,4,yes,T0,primary,yes,27.875,24.875,3.0,False,True,114941,577924,775,"[14, 360]","[361, 753]",520,2026-08-11T13:22:46+09:00
225,4,yes,S,primary,no,25.625,26.25,-0.625,False,False,360600,465346,427,,,247,2026-08-11T13:22:46+09:00
225,4,yes,T0,primary,no,25.125,26.25,-1.125,False,False,360600,465346,959,"[14, 406]","[407, 937]",700,2026-08-11T13:22:47+09:00
1691,4,yes,S,primary,yes,28.875,24.25,4.625,False,True,331366,291936,427,,,248,2026-08-11T13:22:47+09:00
1691,4,yes,T0,primary,yes,28.375,24.875,3.5,False,True,331366,291936,821,"[14, 406]","[407, 799]",572,2026-08-11T13:22:48+09:00
1825,4,yes,S,primary,yes,26.75,25.0,1.75,False,True,198397,546569,330,,,180,2026-08-11T13:22:48+09:00
1825,4,yes,T0,primary,yes,26.625,24.625,2.0,False,True,198397,546569,724,"[14, 309]","[310, 702]",482,2026-08-11T13:22:48+09:00
2335,4,yes,S,primary,yes,26.25,25.625,0.625,False,True,405762,27484,381,,,204,2026-08-11T13:22:49+09:00
2335,4,yes,T0,primary,yes,26.0,25.0,1.0,False,True,405762,27484,660,"[14, 360]","[361, 638]",418,2026-08-11T13:22:49+09:00
2189,4,yes,S,primary,no,25.125,26.625,-1.5,False,False,332908,511430,427,,,248,2026-08-11T13:22:49+09:00
2189,4,yes,T0,primary,no,24.875,26.25,-1.375,False,False,332908,511430,775,"[14, 406]","[407, 753]",523,2026-08-11T13:22:50+09:00
1537,4,yes,S,primary,yes,28.375,25.125,3.25,False,True,318209,191342,427,,,248,2026-08-11T13:22:50+09:00
1537,4,yes,T0,primary,yes,28.0,25.0,3.0,False,True,318209,191342,844,"[14, 406]","[407, 822]",589,2026-08-11T13:22:51+09:00
1963,4,yes,S,primary,yes,30.125,24.75,5.375,False,True,379404,122020,404,,,225,2026-08-11T13:22:51+09:00
1963,4,yes,T0,primary,yes,29.125,24.875,4.25,False,True,379404,122020,936,"[14, 383]","[384, 914]",674,2026-08-11T13:22:52+09:00
2955,4,yes,S,primary,yes,26.0,24.75,1.25,False,True,323752,383223,382,,,205,2026-08-11T13:22:52+09:00
2955,4,yes,T0,primary,yes,25.625,24.375,1.25,False,True,323752,383223,601,"[14, 360]","[361, 578]",357,2026-08-11T13:22:52+09:00
467,4,yes,S,primary,yes,29.0,24.5,4.5,False,True,131018,266443,427,,,249,2026-08-11T13:22:53+09:00
467,4,yes,T0,primary,yes,28.375,24.5,3.875,False,True,131018,266443,821,"[14, 406]","[407, 799]",574,2026-08-11T13:22:53+09:00
615,4,yes,S,primary,yes,25.625,24.5,1.125,False,True,580294,69340,404,,,224,2026-08-11T13:22:54+09:00
615,4,yes,T0,primary,yes,24.75,23.75,1.0,False,True,580294,69340,752,"[14, 383]","[384, 730]",489,2026-08-11T13:22:54+09:00
1075,4,yes,S,primary,yes,26.5,24.875,1.625,False,True,227204,263178,427,,,248,2026-08-11T13:22:54+09:00
1075,4,yes,T0,primary,yes,25.5,24.25,1.25,False,True,227204,263178,867,"[14, 406]","[407, 845]",607,2026-08-11T13:22:55+09:00
1061,4,yes,S,primary,yes,27.75,24.75,3.0,False,True,303534,545564,404,,,224,2026-08-11T13:22:55+09:00
1061,4,yes,T0,primary,yes,27.0,24.875,2.125,False,True,303534,545564,752,"[14, 383]","[384, 730]",490,2026-08-11T13:22:56+09:00
1314,1,no,S,primary,no,25.0,27.0,-2.0,False,True,333237,527219,381,,,206,2026-08-11T13:22:56+09:00
2274,1,no,S,primary,no,24.875,29.125,-4.25,False,True,68418,96183,427,,,247,2026-08-11T13:22:56+09:00
2638,1,no,S,primary,no,25.125,29.875,-4.75,False,True,16451,359925,520,,,301,2026-08-11T13:22:57+09:00
1200,1,no,S,primary,no,24.625,27.625,-3.0,False,True,375909,262938,358,,,193,2026-08-11T13:22:57+09:00
368,1,no,S,primary,no,24.75,27.125,-2.375,False,True,354088,386912,381,,,204,2026-08-11T13:22:57+09:00
1502,1,no,S,primary,no,25.0,26.875,-1.875,False,True,384040,424247,404,,,224,2026-08-11T13:22:57+09:00
2012,1,no,S,primary,no,25.125,27.625,-2.5,False,True,501294,91654,428,,,247,2026-08-11T13:22:58+09:00
72,1,no,S,primary,no,24.875,28.5,-3.625,False,True,353180,577355,382,,,205,2026-08-11T13:22:58+09:00
266,1,no,S,primary,no,24.625,26.5,-1.875,False,True,454642,514016,271,,,133,2026-08-11T13:22:58+09:00
2580,1,no,S,primary,no,24.625,29.25,-4.625,False,True,516601,468902,335,,,182,2026-08-11T13:22:58+09:00
56,1,no,S,primary,no,24.375,27.625,-3.25,False,True,17708,192128,428,,,248,2026-08-11T13:22:58+09:00
562,1,no,S,primary,no,24.625,28.0,-3.375,False,True,209755,378284,382,,,204,2026-08-11T13:22:59+09:00
1444,1,no,S,primary,no,25.0,26.75,-1.75,False,True,407386,160811,427,,,247,2026-08-11T13:22:59+09:00
594,1,no,S,primary,no,25.0,27.0,-2.0,False,True,557016,400815,450,,,257,2026-08-11T13:22:59+09:00
1804,1,no,S,primary,no,24.75,29.5,-4.75,False,True,465418,82889,382,,,205,2026-08-11T13:22:59+09:00
120,1,no,S,primary,no,25.0,28.125,-3.125,False,True,381895,32375,234,,,118,2026-08-11T13:23:00+09:00
252,1,no,S,primary,no,24.75,29.375,-4.625,False,True,456178,168683,427,,,250,2026-08-11T13:23:00+09:00
616,1,no,S,primary,no,25.0,27.125,-2.125,False,True,580294,516244,405,,,225,2026-08-11T13:23:00+09:00
2998,1,no,S,primary,no,24.75,26.375,-1.625,False,True,277289,24104,427,,,249,2026-08-11T13:23:00+09:00
724,1,no,S,primary,no,25.0,30.25,-5.25,False,True,538054,46805,427,,,248,2026-08-11T13:23:01+09:00
1014,1,no,S,primary,yes,26.25,25.375,0.875,False,False,273450,209782,542,,,314,2026-08-11T13:23:01+09:00
2296,1,no,S,primary,no,25.0,30.375,-5.375,False,True,390157,409856,427,,,249,2026-08-11T13:23:01+09:00
320,1,no,S,primary,no,24.75,30.5,-5.75,False,True,538236,436808,381,,,205,2026-08-11T13:23:01+09:00
1744,1,no,S,primary,no,25.75,26.125,-0.375,False,True,343401,510585,272,,,134,2026-08-11T13:23:02+09:00
984,1,no,S,primary,yes,25.25,25.125,0.125,False,False,197219,355430,381,,,206,2026-08-11T13:23:02+09:00
2866,1,no,S,primary,no,25.0,26.75,-1.75,False,True,45685,84031,271,,,134,2026-08-11T13:23:02+09:00
2032,1,no,S,primary,no,25.25,31.375,-6.125,False,True,454607,245013,427,,,249,2026-08-11T13:23:02+09:00
88,1,no,S,primary,no,25.125,25.5,-0.375,False,True,219622,453841,252,,,122,2026-08-11T13:23:02+09:00
2472,1,no,S,primary,no,24.75,29.75,-5.0,False,True,458325,245447,382,,,205,2026-08-11T13:23:03+09:00
70,1,no,S,primary,no,25.0,27.25,-2.25,False,True,353180,45864,381,,,205,2026-08-11T13:23:03+09:00
406,1,no,S,primary,no,25.0,25.625,-0.625,False,True,528905,200717,381,,,205,2026-08-11T13:23:03+09:00
770,1,no,S,primary,no,24.0,29.875,-5.875,False,True,203479,389401,270,,,134,2026-08-11T13:23:03+09:00
600,1,no,S,primary,no,24.5,30.25,-5.75,False,True,105732,29138,428,,,248,2026-08-11T13:23:03+09:00
828,1,no,S,primary,no,25.0,28.25,-3.25,False,True,327532,243875,382,,,206,2026-08-11T13:23:04+09:00
2190,1,no,S,primary,no,25.0,25.75,-0.75,False,True,332908,181576,427,,,248,2026-08-11T13:23:04+09:00
2066,1,no,S,primary,no,24.875,28.625,-3.75,False,True,76416,159320,427,,,249,2026-08-11T13:23:04+09:00
740,1,no,S,primary,no,24.625,30.5,-5.875,False,True,65001,16030,428,,,249,2026-08-11T13:23:04+09:00
184,1,no,S,primary,no,24.875,27.25,-2.375,False,True,291936,70321,427,,,248,2026-08-11T13:23:05+09:00
2640,1,no,S,primary,no,25.125,27.25,-2.125,False,True,16451,95062,521,,,302,2026-08-11T13:23:05+09:00
180,1,no,S,primary,no,24.5,29.25,-4.75,False,True,288639,11537,428,,,248,2026-08-11T13:23:05+09:00
2824,1,no,S,primary,no,24.75,29.0,-4.25,False,True,230175,495533,405,,,225,2026-08-11T13:23:06+09:00
2148,1,no,S,primary,yes,26.5,24.75,1.75,False,False,156704,244815,382,,,205,2026-08-11T13:23:06+09:00
802,1,no,S,primary,no,25.0,27.875,-2.875,False,True,147289,497791,520,,,302,2026-08-11T13:23:06+09:00
2350,1,no,S,primary,no,24.5,29.25,-4.75,False,True,477598,445371,253,,,121,2026-08-11T13:23:06+09:00
2194,1,no,S,primary,no,24.75,25.75,-1.0,False,True,372819,569839,381,,,205,2026-08-11T13:23:07+09:00
888,1,no,S,primary,no,25.125,26.5,-1.375,False,True,87435,421499,335,,,183,2026-08-11T13:23:07+09:00
2858,1,no,S,primary,no,25.375,32.5,-7.125,False,True,560744,453310,427,,,249,2026-08-11T13:23:07+09:00
2146,1,no,S,primary,no,25.0,26.5,-1.5,False,True,156704,108528,381,,,204,2026-08-11T13:23:07+09:00
1210,1,no,S,primary,no,25.75,25.875,-0.125,False,True,124930,502749,382,,,206,2026-08-11T13:23:07+09:00
1942,1,no,S,primary,no,24.75,27.0,-2.25,False,True,172342,541562,381,,,205,2026-08-11T13:23:08+09:00
2719,2,yes,S,primary,yes,28.5,25.375,3.125,False,True,367528,12669,381,,,205,2026-08-11T13:23:08+09:00
1461,2,yes,S,primary,yes,29.375,24.75,4.625,False,True,115626,314836,427,,,249,2026-08-11T13:23:08+09:00
385,2,yes,S,primary,yes,26.25,24.875,1.375,False,True,350898,204471,427,,,248,2026-08-11T13:23:08+09:00
2595,2,yes,S,primary,yes,29.625,25.125,4.5,False,True,299986,405135,427,,,247,2026-08-11T13:23:09+09:00
1993,2,yes,S,primary,yes,27.375,25.125,2.25,False,True,172648,403862,427,,,248,2026-08-11T13:23:09+09:00
1305,2,yes,S,primary,no,25.0,25.375,-0.375,False,False,355342,260618,381,,,205,2026-08-11T13:23:09+09:00
1877,2,yes,S,primary,yes,25.375,24.625,0.75,False,True,147165,215244,270,,,134,2026-08-11T13:23:09+09:00
913,2,yes,S,primary,yes,28.375,25.125,3.25,False,True,539251,575356,358,,,192,2026-08-11T13:23:10+09:00
99,2,yes,S,primary,no,24.875,28.625,-3.75,False,False,482476,489207,381,,,204,2026-08-11T13:23:10+09:00
1443,2,yes,S,primary,yes,29.25,25.125,4.125,False,True,407386,568281,427,,,247,2026-08-11T13:23:10+09:00
2597,2,yes,S,primary,yes,27.125,25.0,2.125,False,True,299986,466229,428,,,247,2026-08-11T13:23:10+09:00
2289,2,yes,S,primary,yes,29.75,24.625,5.125,False,True,21327,556183,381,,,204,2026-08-11T13:23:11+09:00
1603,2,yes,S,primary,no,24.0,27.75,-3.75,False,False,472143,516396,565,,,333,2026-08-11T13:23:11+09:00
2881,2,yes,S,primary,no,25.0,29.5,-4.5,False,False,69863,452122,381,,,206,2026-08-11T13:23:11+09:00
2123,2,yes,S,primary,yes,28.25,24.875,3.375,False,True,467887,214919,427,,,249,2026-08-11T13:23:11+09:00
2007,2,yes,S,primary,no,25.5,25.5,0.0,True,False,263594,390298,288,,,139,2026-08-11T13:23:12+09:00
2005,2,yes,S,primary,yes,28.125,24.0,4.125,False,True,263594,391144,288,,,138,2026-08-11T13:23:12+09:00
827,2,yes,S,primary,yes,26.0,25.125,0.875,False,True,327532,363343,382,,,206,2026-08-11T13:23:12+09:00
2403,2,yes,S,primary,no,25.75,26.25,-0.5,False,False,328301,182785,381,,,206,2026-08-11T13:23:12+09:00
533,2,yes,S,primary,yes,25.875,25.375,0.5,False,True,427113,328805,427,,,249,2026-08-11T13:23:12+09:00
2689,2,yes,S,primary,yes,26.875,24.75,2.125,False,True,265472,314125,270,,,135,2026-08-11T13:23:13+09:00
2975,2,yes,S,primary,yes,29.25,25.125,4.125,False,True,15738,537710,382,,,206,2026-08-11T13:23:13+09:00
189,2,yes,S,primary,yes,27.75,25.0,2.75,False,True,63953,255482,252,,,122,2026-08-11T13:23:13+09:00
1659,2,yes,S,primary,yes,26.125,24.75,1.375,False,True,442809,469936,381,,,206,2026-08-11T13:23:13+09:00
2291,2,yes,S,primary,yes,27.75,25.0,2.75,False,True,21327,73738,382,,,206,2026-08-11T13:23:13+09:00
1519,2,yes,S,primary,yes,25.375,24.875,0.5,False,True,365822,20781,429,,,249,2026-08-11T13:23:14+09:00
1797,2,yes,S,primary,yes,25.0,24.375,0.625,False,True,100238,523660,427,,,249,2026-08-11T13:23:14+09:00
1671,2,yes,S,primary,yes,29.375,24.5,4.875,False,True,97994,36660,381,,,206,2026-08-11T13:23:14+09:00
1501,2,yes,S,primary,no,25.125,25.5,-0.375,False,False,384040,293574,404,,,226,2026-08-11T13:23:14+09:00
2619,2,yes,S,primary,yes,25.5,25.25,0.25,False,True,222118,201526,381,,,206,2026-08-11T13:23:15+09:00
2667,2,yes,S,primary,no,26.25,26.25,0.0,True,False,123570,298699,381,,,206,2026-08-11T13:23:15+09:00
917,2,yes,S,primary,yes,25.875,25.0,0.875,False,True,539251,312746,360,,,193,2026-08-11T13:23:15+09:00
843,2,yes,S,primary,no,25.375,26.375,-1.0,False,False,443240,465549,427,,,249,2026-08-11T13:23:15+09:00
509,2,yes,S,primary,yes,26.75,25.625,1.125,False,True,148766,100711,427,,,249,2026-08-11T13:23:16+09:00
541,2,yes,S,primary,yes,26.75,25.125,1.625,False,True,13348,86468,381,,,205,2026-08-11T13:23:16+09:00
41,2,yes,S,primary,yes,26.0,24.75,1.25,False,True,265719,12268,427,,,249,2026-08-11T13:23:16+09:00
2973,2,yes,S,primary,yes,28.875,25.125,3.75,False,True,15738,515350,382,,,206,2026-08-11T13:23:16+09:00
763,2,yes,S,primary,yes,25.625,25.375,0.25,False,True,518177,19036,404,,,225,2026-08-11T13:23:17+09:00
149,2,yes,S,primary,no,25.75,26.5,-0.75,False,False,218224,256195,335,,,183,2026-08-11T13:23:17+09:00
1271,2,yes,S,primary,no,25.0,27.75,-2.75,False,False,244455,572980,427,,,249,2026-08-11T13:23:17+09:00
343,2,yes,S,primary,yes,26.375,25.375,1.0,False,True,54025,14880,382,,,205,2026-08-11T13:23:17+09:00
35,2,yes,S,primary,no,25.125,26.625,-1.5,False,False,283412,252629,381,,,205,2026-08-11T13:23:18+09:00
2371,2,yes,S,primary,yes,26.375,25.125,1.25,False,True,325347,279138,335,,,183,2026-08-11T13:23:18+09:00
1585,2,yes,S,primary,yes,25.625,25.25,0.375,False,True,198312,142879,427,,,248,2026-08-11T13:23:18+09:00
1885,2,yes,S,primary,yes,28.75,24.5,4.25,False,True,312406,168175,427,,,248,2026-08-11T13:23:18+09:00
1153,2,yes,S,primary,yes,25.5,24.625,0.875,False,True,376959,459382,427,,,248,2026-08-11T13:23:19+09:00
